realm,kingdom,phylum,class,order,family,genus,species
 Riboviria, Orthornavirae, Kitrinoviricota, Alsuviricetes, Martellivirales, Endornaviridae, Alphaendornavirus, Alphaendornavirus fucapsici
 Monodnaviria, Shotokuvirae, Cressdnaviricota, Arfiviricetes, Cremevirales, Smacoviridae, Porprismacovirus, Porprismacovirus howas1
 Riboviria, Orthornavirae, Kitrinoviricota, Alsuviricetes, Martellivirales, Virgaviridae, Tobamovirus, unclassified Tobamovirus
 Riboviria, Orthornavirae, Negarnaviricota, Haploviricotina, Monjiviricetes, Jingchuvirales, Chuviridae, Scarabeuvirus
 Riboviria, Orthornavirae, Negarnaviricota, Haploviricotina, Monjiviricetes, Mononegavirales, Xinmoviridae, Alasvirus
 Riboviria, Orthornavirae, Negarnaviricota, Polyploviricotina, Bunyaviricetes, Hareavirales, Phenuiviridae, Beidivirus
 Riboviria, Orthornavirae, Negarnaviricota, Polyploviricotina, Bunyaviricetes, Hareavirales, Phenuiviridae, Hudivirus
 Riboviria, Orthornavirae, Negarnaviricota, Polyploviricotina, Bunyaviricetes, Hareavirales, Phenuiviridae, Hudovirus
 Riboviria, Orthornavirae, Negarnaviricota, Polyploviricotina, Bunyaviricetes, Hareavirales, Mypoviridae, Hubavirus
 Riboviria, Orthornavirae, Negarnaviricota, Haploviricotina, Monjiviricetes, Jingchuvirales, Myriaviridae, Myriavirus
 Riboviria, Orthornavirae, Negarnaviricota, Haploviricotina, Monjiviricetes, Jingchuvirales, Chuviridae, Odonatavirus
 Riboviria, Orthornavirae, Negarnaviricota, Haploviricotina, Monjiviricetes, Mononegavirales, Xinmoviridae, Hoptevirus
 Riboviria, Orthornavirae, Pisuviricota, Pisoniviricetes, Picornavirales, Polycipiviridae, Hupolycivirus, Hupolycivirus hubeiense
 Riboviria, Orthornavirae, Pisuviricota, Pisoniviricetes, Picornavirales, Polycipiviridae, Chipolycivirus, Chipolycivirus hubeiense
 Riboviria, Orthornavirae, Pisuviricota, Stelpaviricetes, Patatavirales, Potyviridae, unclassified Potyviridae,
 Riboviria, Orthornavirae, Negarnaviricota, Haploviricotina, Monjiviricetes, Mononegavirales, Lispiviridae, Leocovirus
 Riboviria, Orthornavirae, Negarnaviricota, Haploviricotina, Monjiviricetes, Mononegavirales, Xinmoviridae, Draselvirus
 Riboviria, Orthornavirae, Duplornaviricota, Chrymotiviricetes, Ghabrivirales, Betatotivirineae, Lebotiviridae, Lebotivirus
 Riboviria, Orthornavirae, Kitrinoviricota, Alsuviricetes, Martellivirales, Bromoviridae, Ilarvirus, Ilarvirus HJLV
 Riboviria, Orthornavirae, Lenarviricota, Howeltoviricetes, Cryppavirales, Mitoviridae, Duamitovirus, Duamitovirus hulu1
 Riboviria, Orthornavirae, Pisuviricota, Pisoniviricetes, Picornavirales, Picornaviridae, Caphthovirinae, Hunnivirus
 Riboviria, Orthornavirae, Pisuviricota, Stelpaviricetes, Patatavirales, Potyviridae, Potyvirus, Potyvirus hyacinthi
 Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Geminiviridae, Begomovirus, Begomovirus hybanthi
 Riboviria, Orthornavirae, Kitrinoviricota, Alsuviricetes, Tymovirales, Alphaflexiviridae, Potexvirus, Potexvirus hydrangeae
 unclassified viruses, unclassified DNA viruses, unclassified dsDNA phages,,,,,
 Riboviria, Orthornavirae, Negarnaviricota, Haploviricotina, Monjiviricetes, Mononegavirales, Xinmoviridae, Pelmivirus
 Riboviria, Orthornavirae, Negarnaviricota, Haploviricotina, Monjiviricetes, Mononegavirales, Lispiviridae, Synelinevirus
 Riboviria, Orthornavirae, Negarnaviricota, Haploviricotina, Monjiviricetes, Mononegavirales, Lispiviridae, Phelinovirus
 Riboviria, Orthornavirae, Negarnaviricota, Haploviricotina, Monjiviricetes, Jingchuvirales, Chuviridae, Pterovirus
 Riboviria, Orthornavirae, Negarnaviricota, Polyploviricotina, Bunyaviricetes, Elliovirales, Phasmaviridae, Hymovirus
 Riboviria, Orthornavirae, Lenarviricota, Howeltoviricetes, Cryppavirales, Mitoviridae, Unuamitovirus, Unuamitovirus hyfr1
 Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Genomoviridae, Gemycircularvirus, Gemycircularvirus hypas1
 Viruses incertae sedis, Naldaviricetes, Lefavirales, Baculoviridae, Betabaculovirus, Betabaculovirus hycuneae,,
 Viruses incertae sedis, Naldaviricetes, Lefavirales, Baculoviridae, Alphabaculovirus, Alphabaculovirus hycuneae,,
 Viruses incertae sedis, Naldaviricetes, Lefavirales, Baculoviridae, Alphabaculovirus, Alphabaculovirus hytalacae,,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Crassvirales, Steigviridae, Asinivirinae, Paundivirus
 Viruses incertae sedis, Polydnaviriformidae, Ichnoviriform,,,,,
 Duplodnaviria, Heunggongvirae, Peploviricota, Herviviricetes, Herpesvirales, Alloherpesviridae, Ictavirus, Ictavirus ictaluridallo1
 Riboviria, Orthornavirae, Kitrinoviricota, Alsuviricetes, Martellivirales, Bromoviridae, Ilarvirus,
 Riboviria, Orthornavirae, Pisuviricota, Stelpaviricetes, Patatavirales, Potyviridae, Potyvirus, Potyvirus impatiensis
 Riboviria, Orthornavirae, Pisuviricota, Pisoniviricetes, Sobelivirales, Solemoviridae, Sobemovirus, Sobemovirus IYMV
 Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Geminiviridae, Begomovirus, Begomovirus manihotisindianense
 Riboviria, Orthornavirae, Kitrinoviricota, Alsuviricetes, Martellivirales, Virgaviridae, Pecluvirus, Pecluvirus indicum
 Riboviria, Orthornavirae, Orthornavirae incertae sedis, Birnaviridae, Avibirnavirus, Avibirnavirus gumboroense,,
 Riboviria, Orthornavirae, Pisuviricota, Pisoniviricetes, Picornavirales, Iflaviridae, Iflavirus, Iflavirus flacherie
 Riboviria, Orthornavirae, Negarnaviricota, Haploviricotina, Monjiviricetes, Mononegavirales, Rhabdoviridae, Gammarhabdovirinae
 Riboviria, Orthornavirae, Orthornavirae incertae sedis, Birnaviridae, Aquabirnavirus, Aquabirnavirus salmonidae,,
 Riboviria, Orthornavirae, Negarnaviricota, Polyploviricotina, Insthoviricetes, Articulavirales, Orthomyxoviridae, Isavirus
 Riboviria, Orthornavirae, Negarnaviricota, Polyploviricotina, Insthoviricetes, Articulavirales, Orthomyxoviridae, Deltainfluenzavirus
 Riboviria, Orthornavirae, Negarnaviricota, Polyploviricotina, Bunyaviricetes, Hareavirales, Arenaviridae, unclassified Arenaviridae
 Monodnaviria, Loebvirae, Hofneiviricota, Faserviricetes, Tubulavirales, Inoviridae, Inovirus,
 Riboviria, Orthornavirae, Pisuviricota, Pisoniviricetes, Nidovirales, Mesnidovirineae, Mesoniviridae, Menanivirinae
 Monodnaviria, Shotokuvirae, Cressdnaviricota, Arfiviricetes, Ringavirales, Pecoviridae, Intivirus,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Iodovirus, Iodovirus PLPE,
 Viruses incertae sedis, Tolecusatellitidae, Deltasatellite, Deltasatellite ipomoeatertii, Sweet potato leaf curl deltasatellite 3,,,
 Riboviria, Orthornavirae, Pisuviricota, Stelpaviricetes, Patatavirales, Potyviridae, Potyvirus, Potyvirus zeatessellati
 Viruses incertae sedis, Pospiviroidae, Pospiviroid, Pospiviroid alphairesinis,,,,
 Riboviria, Orthornavirae, Pisuviricota, Stelpaviricetes, Patatavirales, Potyviridae, Potyvirus, Potyvirus iristenuis
 Riboviria, Orthornavirae, Pisuviricota, Stelpaviricetes, Patatavirales, Potyviridae, Potyvirus, Potyvirus iriseverum
 Riboviria, Orthornavirae, Negarnaviricota, Haploviricotina, Monjiviricetes, Mononegavirales, Lispiviridae, Copasivirus
 Riboviria, Orthornavirae, Pisuviricota, Pisoniviricetes, Picornavirales, Dicistroviridae, Aparavirus, Aparavirus israelense
 Riboviria, Pararnavirae, Artverviricota, Revtraviricetes, Ortervirales, Caulimoviridae, Badnavirus, Badnavirus maculahederae
 Riboviria, Orthornavirae, Pisuviricota, Pisoniviricetes, Sobelivirales, Solemoviridae, Polerovirus, unclassified Polerovirus
 Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Geminiviridae, Begomovirus, Begomovirus jacquemontiayucatanense
 Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Geminiviridae, Begomovirus, Begomovirus jacquemontiamusivi
 Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Geminiviridae, Begomovirus, Begomovirus jacquemontiavenae
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Mesyanzhinovviridae, Bradleyvirinae, Donnerlittchenvirus
 Monodnaviria, Shotokuvirae, Cressdnaviricota, Arfiviricetes, Saturnivirales, Mahapunaviridae, Janusivirus,
 Riboviria, Orthornavirae, Kitrinoviricota, Alsuviricetes, Martellivirales, Mayoviridae, Pteridovirus, Pteridovirus filicis
 Riboviria, Orthornavirae, Kitrinoviricota, Alsuviricetes, Martellivirales, Virgaviridae, Furovirus, Furovirus japonicum
 Riboviria, Orthornavirae, Pisuviricota, Stelpaviricetes, Patatavirales, Potyviridae, Potyvirus, Potyvirus nippodioscoreae
 Riboviria, Orthornavirae, Pisuviricota, Stelpaviricetes, Patatavirales, Potyviridae, Potyvirus, Potyvirus jasmini
 Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Geminiviridae, Begomovirus, Begomovirus jatrophagujaratense
 Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Geminiviridae, Begomovirus, Begomovirus jatrophae
 Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Geminiviridae, Begomovirus, Begomovirus jatrophaflavi
 Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Geminiviridae, Begomovirus, Begomovirus jatrophaindiaense
 Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Geminiviridae, Begomovirus, Begomovirus jatrophanigeriaense
 Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Geminiviridae, Begomovirus, Begomovirus jatrophamusivi
 Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Geminiviridae, Begomovirus, Begomovirus jatrophaflavamusivi
 Riboviria, Orthornavirae, Negarnaviricota, Haploviricotina, Monjiviricetes, Mononegavirales, Nyamiviridae, Nyavirus
 Riboviria, Orthornavirae, Kitrinoviricota, Flasuviricetes, Amarillovirales, Flaviviridae, unclassified Flaviviridae, Jingmenvirus group
 Riboviria, Orthornavirae, Pisuviricota, Stelpaviricetes, Patatavirales, Potyviridae, Potyvirus, Potyvirus halapensis
 Riboviria, Orthornavirae, Negarnaviricota, Polyploviricotina, Bunyaviricetes, Elliovirales, Phasmaviridae, Jonvirus
 Riboviria, Orthornavirae, Kitrinoviricota, Flasuviricetes, Amarillovirales, Flaviviridae, Orthoflavivirus, Orthoflavivirus jugraense
 Riboviria, Pararnavirae, Artverviricota, Revtraviricetes, Ortervirales, Caulimoviridae, Badnavirus, Badnavirus tesselloziziphi
 Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Geminiviridae, Maldovirus, Maldovirus junci
 Riboviria, Orthornavirae, Negarnaviricota, Haploviricotina, Monjiviricetes, Mononegavirales, Bornaviridae, Carbovirus
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Justusliebigvirus,,
 Riboviria, Orthornavirae, Kitrinoviricota, Flasuviricetes, Amarillovirales, Flaviviridae, Orthoflavivirus, Orthoflavivirus jutiapaense
 Riboviria, Orthornavirae, Pisuviricota, Stelpaviricetes, Patatavirales, Potyviridae, Potyvirus, Potyvirus kalanchoes
 Viruses incertae sedis, Naldaviricetes, Lefavirales, Nudiviridae, Alphanudivirus, Alphanudivirus dromelanogasteris,,
 Riboviria, Orthornavirae, Pisuviricota, Pisoniviricetes, Picornavirales, Dicistroviridae, Aparavirus, Aparavirus kashmirense
 Riboviria, Orthornavirae, Kitrinoviricota, Flasuviricetes, Amarillovirales, Flaviviridae, Orthoflavivirus, Orthoflavivirus kedougouense
 Viruses incertae sedis, Tolecusatellitidae, Betasatellite, Betasatellite nicotianasheikhupuraense,,,,
 Riboviria, Orthornavirae, Kitrinoviricota, Alsuviricetes, Tymovirales, Tymoviridae, Tymovirus, Tymovirus kennedyae
 Riboviria, Orthornavirae, Pisuviricota, Stelpaviricetes, Patatavirales, Potyviridae, Potyvirus, Potyvirus cynanchi
 Riboviria, Orthornavirae, Negarnaviricota, Polyploviricotina, Bunyaviricetes, Elliovirales, Peribunyaviridae, Khurdivirus
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Pantevenvirales, Ackermannviridae, Taipeivirus, Taipeivirus 0507KN21
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Drexlerviridae, Webervirus, Webervirus 066039
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Drexlerviridae, Webervirus, Webervirus wv13
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Pantevenvirales, Straboviridae, Slopekvirus, unclassified Slopekvirus
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Drexlerviridae, Webervirus, Webervirus wv1513
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Pantevenvirales, Straboviridae, Tevenvirinae, Jiaodavirus
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Bimevirus, Bimevirus bv1611EK21,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Drexlerviridae, Webervirus, unclassified Webervirus
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Peduoviridae, Reginaelenavirus, Reginaelenavirus rv3LV2017
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Peduoviridae, Elveevirus, Elveevirus 4LV2017
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Autographivirales, Autonotataviridae, Melnykvirinae, Cullenvirus
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Autographivirales, Autographivirales incertae sedis, Reminisvirus, Reminisvirus 6939
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Drexlerviridae, Webervirus, Webervirus ABTNL2
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Marfavirus, Marfavirus F48,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Demerecviridae, Sugarlandvirus, Sugarlandvirus AmPhEK80
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Drexlerviridae, Webervirus, Webervirus B1
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Drexlerviridae, Webervirus, Webervirus BMac
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Drexlerviridae, Webervirus, Webervirus BUCT556A
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Ringroadvirus, Ringroadvirus BUCT47333,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Chaoyangvirus, Chaoyangvirus BUCT49532,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Drexlerviridae, Webervirus, Webervirus cp1
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Pantevenvirales, Ackermannviridae, Taipeivirus, unclassified Taipeivirus
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Drexlerviridae, Webervirus, Webervirus cp17
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Drexlerviridae, Webervirus, Webervirus cp24
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Drexlerviridae, Webervirus, Webervirus cp3
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Autographivirales, Autotranscriptaviridae, Studiervirinae, Benllochvirus
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Autographivirales, Autosignataviridae, Molineuxvirinae, Ulipvirus
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Drexlerviridae, Webervirus, Webervirus cp5
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Demerecviridae, Sugarlandvirus, unclassified Sugarlandvirus
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Marfavirus, unclassified Marfavirus,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Geezettvirus, Geezettvirus geezett,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Drexlerviridae, Webervirus, Webervirus GHK3
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Drexlerviridae, Webervirus, Webervirus KpCol1
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Demerecviridae, Sugarlandvirus, Sugarlandvirus GZ8
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Drexlerviridae, Webervirus, Webervirus GZ9
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Jedunavirus, unclassified Jedunavirus,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Drexlerviridae, Webervirus, Webervirus IME268
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Jedunavirus, Jedunavirus JD001,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Demerecviridae, Sugarlandvirus, Sugarlandvirus JIPhKp127
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Drexlerviridae, Webervirus, Webervirus JY917
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Alcyoneusvirus, Alcyoneusvirus K641,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Drexlerviridae, Webervirus, Webervirus KL
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Autographivirales, Autographivirales incertae sedis, Reminisvirus, Reminisvirus KL01
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Drexlerviridae, Webervirus, Webervirus KLPN1
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Mydovirus, Mydovirus KNP2,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Drexlerviridae, Webervirus, Webervirus KOX1
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Drexlerviridae, Webervirus, Webervirus KP132
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Alcyoneusvirus, unclassified Alcyoneusvirus,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Pantevenvirales, Straboviridae, Slopekvirus, Slopekvirus kp15
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Drexlerviridae, Webervirus, Webervirus KP1801
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Pantevenvirales, Straboviridae, Slopekvirus, Slopekvirus kp27
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Drexlerviridae, Webervirus, Webervirus KP36
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Peduoviridae, Reipivirus, unclassified Reipivirus
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Autographivirales, Autosignataviridae, Molineuxvirinae, Gansuvirus
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Schitoviridae, Enquatrovirinae, Kaypoctavirus
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Schitoviridae, Humphriesvirinae, Pylasvirus
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Demerecviridae, Sugarlandvirus, Sugarlandvirus KpGranit
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Drexlerviridae, Webervirus, Webervirus KpKT21phi1
